번호,기간,지역,상표,셀프여부,휘발유
기준 : 일간(20190601~20190607),,,,,
A0011352,20190601.0,강원 강릉시,S-OIL,셀프,1489.0
A0011352,20190602.0,강원 강릉시,S-OIL,셀프,1489.0
A0011352,20190603.0,강원 강릉시,S-OIL,셀프,1489.0
A0011352,20190604.0,강원 강릉시,S-OIL,셀프,1489.0
A0011352,20190605.0,강원 강릉시,S-OIL,셀프,1489.0
A0011352,20190606.0,강원 강릉시,S-OIL,셀프,1499.0
A0011352,20190607.0,강원 강릉시,S-OIL,셀프,1499.0
A0010562,20190601.0,강원 강릉시,SK에너지,셀프,1497.0
A0010562,20190602.0,강원 강릉시,SK에너지,셀프,1497.0
A0010562,20190603.0,강원 강릉시,SK에너지,셀프,1487.0
A0010562,20190604.0,강원 강릉시,SK에너지,셀프,1487.0
A0010562,20190605.0,강원 강릉시,SK에너지,셀프,1487.0
A0010562,20190606.0,강원 강릉시,SK에너지,셀프,1487.0
A0010562,20190607.0,강원 강릉시,SK에너지,셀프,1487.0
A0032684,20190601.0,강원 강릉시,SK에너지,셀프,1536.0
A0032684,20190602.0,강원 강릉시,SK에너지,셀프,1536.0
A0032684,20190603.0,강원 강릉시,SK에너지,셀프,1536.0
A0032684,20190604.0,강원 강릉시,SK에너지,셀프,1536.0
A0032684,20190605.0,강원 강릉시,SK에너지,셀프,1536.0
A0032684,20190606.0,강원 강릉시,SK에너지,셀프,1536.0
A0032684,20190607.0,강원 강릉시,SK에너지,셀프,1536.0
A0011610,20190601.0,강원 강릉시,S-OIL,일반,1537.0
A0011610,20190602.0,강원 강릉시,S-OIL,일반,1537.0
A0011610,20190603.0,강원 강릉시,S-OIL,일반,1537.0
A0011610,20190604.0,강원 강릉시,S-OIL,일반,1537.0
A0011610,20190605.0,강원 강릉시,S-OIL,일반,1537.0
A0011610,20190606.0,강원 강릉시,S-OIL,일반,1537.0
A0011610,20190607.0,강원 강릉시,S-OIL,일반,1537.0
A0011518,20190601.0,강원 강릉시,SK에너지,일반,1590.0
A0011518,20190602.0,강원 강릉시,SK에너지,일반,1590.0
A0011518,20190603.0,강원 강릉시,SK에너지,일반,1590.0
A0011518,20190604.0,강원 강릉시,SK에너지,일반,1590.0
A0011518,20190605.0,강원 강릉시,SK에너지,일반,1590.0
A0011518,20190606.0,강원 강릉시,SK에너지,일반,1590.0
A0011518,20190607.0,강원 강릉시,SK에너지,일반,1590.0
A0011538,20190601.0,강원 강릉시,현대오일뱅크,셀프,1515.0
A0011538,20190602.0,강원 강릉시,현대오일뱅크,셀프,1515.0
A0011538,20190603.0,강원 강릉시,현대오일뱅크,셀프,1515.0
A0011538,20190604.0,강원 강릉시,현대오일뱅크,셀프,1515.0
A0011538,20190605.0,강원 강릉시,현대오일뱅크,셀프,1515.0
A0011538,20190606.0,강원 강릉시,현대오일뱅크,셀프,1515.0
A0011538,20190607.0,강원 강릉시,현대오일뱅크,셀프,1515.0
A0011342,20190601.0,강원 강릉시,GS칼텍스,셀프,1584.0
A0011342,20190602.0,강원 강릉시,GS칼텍스,셀프,1584.0
A0011342,20190603.0,강원 강릉시,GS칼텍스,셀프,1584.0
A0011342,20190604.0,강원 강릉시,GS칼텍스,셀프,1584.0
A0011342,20190605.0,강원 강릉시,GS칼텍스,셀프,1584.0
A0011342,20190606.0,강원 강릉시,GS칼텍스,셀프,1584.0
A0011342,20190607.0,강원 강릉시,GS칼텍스,셀프,1584.0
A0011554,20190601.0,강원 강릉시,알뜰(ex),셀프,1507.0
A0011554,20190602.0,강원 강릉시,알뜰(ex),셀프,1507.0
A0011554,20190603.0,강원 강릉시,알뜰(ex),셀프,1508.0
A0011554,20190604.0,강원 강릉시,알뜰(ex),셀프,1488.0
A0011554,20190605.0,강원 강릉시,알뜰(ex),셀프,1488.0
A0011554,20190606.0,강원 강릉시,알뜰(ex),셀프,1488.0
A0011554,20190607.0,강원 강릉시,알뜰(ex),셀프,1487.0
A0011555,20190601.0,강원 강릉시,알뜰(ex),셀프,1507.0
A0011555,20190602.0,강원 강릉시,알뜰(ex),셀프,1507.0
A0011555,20190603.0,강원 강릉시,알뜰(ex),셀프,1508.0
A0011555,20190604.0,강원 강릉시,알뜰(ex),셀프,1488.0
A0011555,20190605.0,강원 강릉시,알뜰(ex),셀프,1488.0
A0011555,20190606.0,강원 강릉시,알뜰(ex),셀프,1488.0
A0011555,20190607.0,강원 강릉시,알뜰(ex),셀프,1487.0
A0011572,20190601.0,강원 강릉시,SK에너지,일반,1552.0
A0011572,20190602.0,강원 강릉시,SK에너지,일반,1552.0
A0011572,20190603.0,강원 강릉시,SK에너지,일반,1552.0
A0011572,20190604.0,강원 강릉시,SK에너지,일반,1552.0
A0011572,20190605.0,강원 강릉시,SK에너지,일반,1552.0
A0011572,20190606.0,강원 강릉시,SK에너지,일반,1552.0
A0011572,20190607.0,강원 강릉시,SK에너지,일반,1552.0
A0011570,20190601.0,강원 강릉시,SK에너지,일반,1539.0
A0011570,20190602.0,강원 강릉시,SK에너지,일반,1539.0
A0011570,20190603.0,강원 강릉시,SK에너지,일반,1569.0
A0011570,20190604.0,강원 강릉시,SK에너지,일반,1569.0
A0011570,20190605.0,강원 강릉시,SK에너지,일반,1569.0
A0011570,20190606.0,강원 강릉시,SK에너지,일반,1539.0
A0011570,20190607.0,강원 강릉시,SK에너지,일반,1539.0
A0011571,20190601.0,강원 강릉시,SK에너지,셀프,1547.0
A0011571,20190602.0,강원 강릉시,SK에너지,셀프,1547.0
A0011571,20190603.0,강원 강릉시,SK에너지,셀프,1547.0
A0011571,20190604.0,강원 강릉시,SK에너지,셀프,1547.0
A0011571,20190605.0,강원 강릉시,SK에너지,셀프,1547.0
A0011571,20190606.0,강원 강릉시,SK에너지,셀프,1547.0
A0011571,20190607.0,강원 강릉시,SK에너지,셀프,1547.0
A0011577,20190601.0,강원 강릉시,SK에너지,셀프,1559.0
A0011577,20190602.0,강원 강릉시,SK에너지,셀프,1559.0
A0011577,20190603.0,강원 강릉시,SK에너지,셀프,1559.0
A0011577,20190604.0,강원 강릉시,SK에너지,셀프,1559.0
A0011577,20190605.0,강원 강릉시,SK에너지,셀프,1559.0
A0011577,20190606.0,강원 강릉시,SK에너지,셀프,1559.0
A0011577,20190607.0,강원 강릉시,SK에너지,셀프,1559.0
A0011607,20190601.0,강원 강릉시,S-OIL,일반,1548.0
A0011607,20190602.0,강원 강릉시,S-OIL,일반,1548.0
A0011607,20190603.0,강원 강릉시,S-OIL,일반,1548.0
A0011607,20190604.0,강원 강릉시,S-OIL,일반,1548.0
A0011607,20190605.0,강원 강릉시,S-OIL,일반,1548.0
A0011607,20190606.0,강원 강릉시,S-OIL,일반,1548.0
A0011607,20190607.0,강원 강릉시,S-OIL,일반,1548.0
A0011360,20190601.0,강원 강릉시,현대오일뱅크,일반,1515.0
A0011360,20190602.0,강원 강릉시,현대오일뱅크,일반,1515.0
A0011360,20190603.0,강원 강릉시,현대오일뱅크,일반,1515.0
A0011360,20190604.0,강원 강릉시,현대오일뱅크,일반,1515.0
A0011360,20190605.0,강원 강릉시,현대오일뱅크,일반,1515.0
A0011360,20190606.0,강원 강릉시,현대오일뱅크,일반,1515.0
A0011360,20190607.0,강원 강릉시,현대오일뱅크,일반,1515.0
A0011548,20190601.0,강원 강릉시,NH-OIL,일반,1460.0
A0011548,20190602.0,강원 강릉시,NH-OIL,일반,1460.0
A0011548,20190603.0,강원 강릉시,NH-OIL,일반,1460.0
A0011548,20190604.0,강원 강릉시,NH-OIL,일반,1460.0
A0011548,20190605.0,강원 강릉시,NH-OIL,일반,1490.0
A0011548,20190606.0,강원 강릉시,NH-OIL,일반,1490.0
A0011548,20190607.0,강원 강릉시,NH-OIL,일반,1490.0
A0011549,20190601.0,강원 강릉시,NH-OIL,일반,1460.0
