번호,기간,지역,상표,셀프여부,휘발유
기준 : 일간(20210601~20210607),,,,,
A0011352,20210601.0,강원 강릉시,S-OIL,셀프,1528.0
A0011352,20210602.0,강원 강릉시,S-OIL,셀프,1533.0
A0011352,20210603.0,강원 강릉시,S-OIL,셀프,1543.0
A0011352,20210604.0,강원 강릉시,S-OIL,셀프,1543.0
A0011352,20210605.0,강원 강릉시,S-OIL,셀프,1543.0
A0011352,20210606.0,강원 강릉시,S-OIL,셀프,1543.0
A0011352,20210607.0,강원 강릉시,S-OIL,셀프,1543.0
A0010562,20210601.0,강원 강릉시,SK에너지,셀프,1524.0
A0010562,20210602.0,강원 강릉시,SK에너지,셀프,1524.0
A0010562,20210603.0,강원 강릉시,SK에너지,셀프,1524.0
A0010562,20210604.0,강원 강릉시,SK에너지,셀프,1524.0
A0010562,20210605.0,강원 강릉시,SK에너지,셀프,1540.0
A0010562,20210606.0,강원 강릉시,SK에너지,셀프,1540.0
A0010562,20210607.0,강원 강릉시,SK에너지,셀프,1540.0
A0032684,20210601.0,강원 강릉시,SK에너지,셀프,1529.0
A0032684,20210602.0,강원 강릉시,SK에너지,셀프,1529.0
A0032684,20210603.0,강원 강릉시,SK에너지,셀프,1529.0
A0032684,20210604.0,강원 강릉시,SK에너지,셀프,1529.0
A0032684,20210605.0,강원 강릉시,SK에너지,셀프,1539.0
A0032684,20210606.0,강원 강릉시,SK에너지,셀프,1539.0
A0032684,20210607.0,강원 강릉시,SK에너지,셀프,1548.0
A0011610,20210601.0,강원 강릉시,S-OIL,일반,1548.0
A0011610,20210602.0,강원 강릉시,S-OIL,일반,1548.0
A0011610,20210603.0,강원 강릉시,S-OIL,일반,1548.0
A0011610,20210604.0,강원 강릉시,S-OIL,일반,1548.0
A0011610,20210605.0,강원 강릉시,S-OIL,일반,1548.0
A0011610,20210606.0,강원 강릉시,S-OIL,일반,1548.0
A0011610,20210607.0,강원 강릉시,S-OIL,일반,1548.0
A0011538,20210601.0,강원 강릉시,현대오일뱅크,셀프,1528.0
A0011538,20210602.0,강원 강릉시,현대오일뱅크,셀프,1528.0
A0011538,20210603.0,강원 강릉시,현대오일뱅크,셀프,1548.0
A0011538,20210604.0,강원 강릉시,현대오일뱅크,셀프,1548.0
A0011538,20210605.0,강원 강릉시,현대오일뱅크,셀프,1548.0
A0011538,20210606.0,강원 강릉시,현대오일뱅크,셀프,1548.0
A0011538,20210607.0,강원 강릉시,현대오일뱅크,셀프,1548.0
A0033436,20210601.0,강원 강릉시,S-OIL,셀프,1523.0
A0033436,20210602.0,강원 강릉시,S-OIL,셀프,1523.0
A0033436,20210603.0,강원 강릉시,S-OIL,셀프,1533.0
A0033436,20210604.0,강원 강릉시,S-OIL,셀프,1533.0
A0033436,20210605.0,강원 강릉시,S-OIL,셀프,1533.0
A0033436,20210606.0,강원 강릉시,S-OIL,셀프,1533.0
A0033436,20210607.0,강원 강릉시,S-OIL,셀프,1533.0
A0011342,20210601.0,강원 강릉시,GS칼텍스,셀프,1621.0
A0011342,20210602.0,강원 강릉시,GS칼텍스,셀프,1621.0
A0011342,20210603.0,강원 강릉시,GS칼텍스,셀프,1621.0
A0011342,20210604.0,강원 강릉시,GS칼텍스,셀프,1621.0
A0011342,20210605.0,강원 강릉시,GS칼텍스,셀프,1621.0
A0011342,20210606.0,강원 강릉시,GS칼텍스,셀프,1621.0
A0011342,20210607.0,강원 강릉시,GS칼텍스,셀프,1621.0
